HOT9,YJコード,組成の記述
120168001,2391403G1028,ラモセトロン塩酸塩静注液0.3mgシリンジ「サンド」
120310301,2391403G1036,ラモセトロン塩酸塩静注液０．３ｍｇシリンジ「Ｆ」
119704401,2391404A1020,アロキシ静注0.75mg
114947001,2392001Q1029,トコンシロップ「ツムラ」
104994701,2399001F1037,*マロゲン錠135mg
105000402,2399004C1077,プリンペラン細粒2%
104999206,2399004C1085,*プラミール細粒2％
104999205,2399004C1093,※フォリクロン細粒2%
105001102,2399004D1048,ペラプリン顆粒2％
112794201,2399004F1154,アノレキシノン錠5
105011001,2399004F1162,フォリクロン錠５
105003502,2399004F1170,テルペラン錠5
105007302,2399004F1189,ペラプリン錠5mg
105005902,2399004F1200,*プリンペラン錠5
105002801,2399004F1219,エリーテン錠５ｍｇ
105004202,2399004F1227,*プラミール錠5mg
105012702,2399004F2029,テルペラン錠10
105018902,2399004Q1082,*ペラプリンシロップ０．１％
105016502,2399004Q1090,*プリンペランシロップ0.1%
105015802,2399004Q1104,**プラミールシロップ0.1％
105019601,2399005C1020,ナウゼリン細粒1%
105022601,2399005F1027,ナウゼリン錠5
112796601,2399005F1043,ハドドリン錠「5」
105023302,2399005F1078,**ドンペリドン錠5mg「タナベ」
119538501,2399005F1086,ドンペリドン錠5mg「TYK」
119802701,2399005F1094,**ノーゼア錠5mg
120104801,2399005F1108,**ドンペリン錠５
120339401,2399005F1116,**ナシロビン錠5
120397401,2399005F1124,※※フォリメジン錠５
120362201,2399005F1132,**ペリゼリン錠5mg
120132101,2399005F1140,※※ペロリック錠5mg
120061401,2399005F1159,**モンロビア錠５
105024001,2399005F2023,ナウゼリン錠10
113716328,2399005F2074,ノーゼア錠10mg
113716304,2399005F2082,ナシロビン錠10
113716318,2399005F2104,ペリゼリン錠10mg
113716323,2399005F2112,モンロビア錠10
113716307,2399005F2120,ハドドリン錠「10」
113716329,2399005F2139,ドンペリン錠10
113716324,2399005F2147,ジャックマール錠10
113716337,2399005F2198,フォリメジン錠10
113716326,2399005F2260,ドンペリドン錠10mg「EMEC」￥ｎ
113716333,2399005F2279,ペロリック錠10mg
113716331,2399005F2287,*ドンペリドン錠10mg「タイヨー」
113716330,2399005F2295,ドンペリドン錠10mg「TYK」
113716349,2399005F2309,**ドンペリドン錠10mg「タナベ」
113717003,2399005R1155,ハドドリンドライシロップ1％
105044801,2399005R1163,ナウゼリンドライシロップ1%
113717005,2399005R1171,ドンペリンDS１％
113717004,2399005R1180,ペリゼリンドライシロップ1％
113717006,2399005R1198,ドンペリドンドライシロップ1％「タイヨー」
105056101,2399006C1122,*セレキノン細粒20%
105055401,2399006C1149,ペルキシール細粒20％
105055405,2399006C1157,※セエルミート細粒20%
105055409,2399006C1165,*テフメチン細粒20％
105055408,2399006C1173,**トライシー細粒20％
105058501,2399006F1331,*セレキノン錠100mg
105057817,2399006F1340,＊＊ネプテン錠100mg
105057813,2399006F1358,ピレマイン錠100ｍｇ
105057806,2399006F1366,*メブコロン錠100mg
105057839,2399006F1374,*サルナチン錠100mg
105057815,2399006F1382,※ブチキノン錠100mg
105057810,2399006F1390,ペルキシール錠100mg
105057809,2399006F1404,メブチット錠100mg
105057820,2399006F1412,※セエルミート錠100mg
105057825,2399006F1420,*テフメチン錠100mg
105057842,2399006F1439,*トリキノシン錠１００ｍｇ
105057811,2399006F1447,*トリメブチンマレイン酸塩錠100mg「タイヨー」
105057823,2399006F1455,ニチマロン錠100mg
105057814,2399006F1463,ベーエム錠１００ｍｇ
105057826,2399006F1471,リーメント錠100mg
105057805,2399006F1480,※サキオン錠100mg
105057801,2399006F1498,*サペスロン錠１００ｍｇ
105057828,2399006F1501,*マストリック錠100mg
105057824,2399006F1510,**トライシー錠100mg
105067703,2399008F1020,ガナトン錠50mg
118434101,2399008F1039,￥ｎイトプリド塩酸塩錠50mg「JG」
118592801,2399008F1047,イトプリド塩酸塩錠50mg「NP」
118324501,2399008F1055,イトプリド塩酸塩錠５０mg「ＮＳ」
118379501,2399008F1063,イトプリド塩酸塩錠50mg「NT」
118533101,2399008F1071,イトプリド塩酸塩錠５０ｍｇ「ＰＨ」
118305401,2399008F1080,イトプリド塩酸塩錠50ｍｇ「TCK」
118594201,2399008F1098,イトプリド塩酸塩錠50mg「TYK」
118596601,2399008F1101,イトプリド塩酸塩錠50mg「ＹＤ」
118593501,2399008F1110,イトプリド塩酸塩錠50mg「サワイ」
118349801,2399008F1128,イトプリド塩酸塩錠50mg「タイヨー」
118501001,2399008F1136,イトプリド塩酸塩錠50mg「タナベ」
118595901,2399008F1144,イトプリド塩酸塩錠50mg「トーワ」
118462401,2399008F1152,イトプリド塩酸塩錠50mg「日医工」
119652801,2399009D1024,メサラジン顆粒５０％「ＡＫＰ」
118692501,2399009F1033,メサラジン錠２５０ｍｇ「ＡＫＰ」
118693201,2399009F1041,メサラジン錠２５０ｍｇ「Ｆ」
118542301,2399009F1050,メサラジン錠250mg「マイラン」
118907001,2399009F1068,メサラジン錠２５０ｍｇ「ＤＫ」
118906301,2399009F1076,メサラジン錠250mg「JG」
118903201,2399009F1084,メサラジン錠２５０ｍｇ「ＳＮ」
118904901,2399009F1092,メサラジン錠250mg「ケミファ」
118905601,2399009F1106,メサラジン錠２５０ｍｇ「サワイ」
118843101,2399009F1114,メサラジン錠250mg「タイヨー」
119038001,2399009F1122,メサラジン錠250mg「NP」
119185101,2399009F1130,メサラジン錠250mg「日医工」
105068401,2399009F1149,*ペンタサ錠250mg
118672701,2399009F2030,*ペンタサ錠500mg
120118501,2399009F2048,*メサラジン錠５００ｍｇ「ＡＫＰ」
120262501,2399009F2056,*メサラジン錠５００ｍｇ「Ｆ」
119699301,2399009F3028,アサコール錠400mg
105069101,2399010B1034,*ガスモチン散１％
105070701,2399010F1028,ガスモチン錠2.5mg
105071401,2399010F2024,ガスモチン錠5mg
112813002,2399011C1042,コロネル細粒83.3％
112814702,2399011C1050,*ポリフル細粒83.3%￥ｎ
119183701,2399011C1069,ポリカルボフィルCa細粒83.3％「日医工」
112815402,2399011F1022,コロネル錠500mg
112816102,2399011F1030,ポリフル錠500mg￥ｎ
114128301,2399012M1026,エボザックカプセル３０ｍｇ
114129001,2399012M1034,サリグレンカプセル３０ｍｇ
117080101,2399013F1021,サラジェン錠5mg
118800401,2399014F1026,イリボー錠2.5μg
118801101,2399014F2022,イリボー錠5μg
105072101,2399100F1057,**イリコロンＭ配合錠
105076902,2399401A1083,プリンペラン注射液10mg
105078302,2399401A1091,ペラプリン注10mg
105073801,2399401A1105,エリーテン注１０ｍｇ／２ｍＬ
105074502,2399401A1113,*テルペラン注射液10mg
105075202,2399401A1121,**ネオプラミール注射液10mg
117277501,2399401G1027,ペラプリン注シリンジ10mg
114586101,2399402F1026,レミケード点滴静注用100
105079009,2399700X1060,複方ヨード・グリセリン
105079035,2399700X1078,複方ヨード・グリセリン「コザカイ・Ｍ」
105079003,2399700X1094,複方ヨード・グリセリンシオエ
105079028,2399700X1108,「純生」ルゴール
105079004,2399700X1175,￥ｎ複方ヨード・グリセリンFM
105079015,2399700X1221,複方ヨード・グリセリン「ヤクハン」
105079001,2399700X1230,複方ヨード・グリセリン
105079011,2399700X1256,複方ヨード・グリセリン
105079010,2399700X1280,複方ヨードグリセリン「ヨシダ」
105079006,2399700X1345,複方ヨード・グリセリン「マルイシ」
105081302,2399702E1033,※※アクロマイシントローチ１５ｍｇ
,2399706M1079,エースミン(口腔用)軟膏
105085101,2399706M1087,**アフタゾロン口腔用軟膏０．１％
105084402,2399706M1095,*デキサメタゾン軟膏口腔用0.1％「ＣＨ」
105086801,2399706M1109,デキサルチン口腔用軟膏１ｍｇ／ｇ
115000102,2399706M1117,**デルゾン口腔用軟膏０．１％
105088202,2399707D1030,**アフタッチ口腔用貼付剤25μg
105090502,2399707D2045,**アフタシール２５μｇ
105089902,2399707D2053,*ワプロン口腔用貼付剤25μg
105092901,2399707M1049,ケナログ口腔用軟膏0.1％
105091201,2399707M1057,**オルテクサー口腔用軟膏０．１％
105093602,2399708A1039,**サルコートカプセル外用５０μｇ
105094301,2399709E1035,スプロールトローチ2mg
114925801,2399710E1038,ノードマントローチ0.25mg
105095001,2399710E1046,SPトローチ0.25mg「明治」
105097402,2399712E1045,オラドールＳトローチ0.5mg
105098102,2399712E1053,オラドールトローチ0.5mg
105100101,2399713E1058,*アズレミック錠口腔用5mg
105099801,2399713E1066,**アズノールST錠口腔用5mg
105101803,2399713E1074,**フォルテガード錠口腔用５mg
105102501,2399714J1026,ナウゼリン坐剤10
105103204,2399714J1034,モンロビア坐剤１０
112818501,2399714J1042,アースレナン坐剤１０
112819202,2399714J1050,ミオナゼリン坐剤10
105104901,2399714J2022,ナウゼリン坐剤30
105105604,2399714J2030,モンロビア坐剤３０
112820801,2399714J2049,アースレナン坐剤３０
112821502,2399714J2057,ミオナゼリン坐剤30
105106301,2399714J3029,ナウゼリン坐剤60
117106801,2399714M1022,ドンペネマ注腸軟膏１０ｍｇ
117107501,2399714M2029,ドンペネマ注腸軟膏３０ｍｇ
117108201,2399714M3025,ドンペネマ注腸軟膏６０ｍｇ
115164001,2399715X1023,ペンタサ注腸1g
105107002,2399800X1033,**デスパコーワ口腔用クリーム
105108702,2399801E1037,**サリベートエアゾール
105110002,2411400D1022,コートロシン注射用０．２５ｍｇ
115609602,2411401A2035,コートロシンＺ筋注０．５ｍｇ
112823901,2412402A2029,￥ｎノルディトロピンS注10mg
119342801,2412402A3025,ソマトロピンBS皮下注5mg「サンド」
119343501,2412402A4021,ソマトロピンBS皮下注10mg「サンド」
105122301,2412402D7027,セロスティム注５mg￥ｎ
112825301,2412402D8031,サイゼン注1.33mg￥ｎ
112824603,2412402D8074,グロウジェクト注射用1.33mg
112829102,2412402D9038,ジェノトロピンTC注用5.3mg
116519701,2412402G7023,￥ｎノルディトロピンノルディフレックス注5mg
116520301,2412402G8020,￥ｎノルディトロピンノルディフレックス注10mg
116464001,2412402G9026,ジェノトロピンミニクイック皮下注用0.6mg
112833801,2412402L1031,ヒューマトロープ注射用6mg
112834502,2412402L2038,グロウジェクトBC注射用8mg
114131301,2412402L3042,サイゼン８mg皮下注￥ｎ
112835203,2412402L3050,グロウジェクト注射用8mg
112836901,2412402L4049,ヒューマトロープ注射用12mg
115611901,2412402L4057,ジェノトロピンTC注用12mg
116465701,2412402P1025,ジェノトロピンミニクイック皮下注用1.0mg
116466401,2412402P2021,ジェノトロピンミニクイック皮下注用1.4mg
117294201,2412402P3028,￥ｎノルディトロピンノルディフレックス注15mg
119980201,2412402P4024,ジェノトロピンゴークイック注用5.3mg
119981901,2412402P5020,ジェノトロピンゴークイック注用12mg
120041601,2412402P6027,￥ｎノルディトロピンフレックスプロ注5mg
120042301,2412402P7023,￥ｎノルディトロピンフレックスプロ注10mg
120043001,2412402P8020,￥ｎノルディトロピンフレックスプロ注15mg
118314601,2413400D1086,HMG注射用75IU「フェリング」
105130801,2413400D3097,HMG注テイゾー75
118089301,2413400D3100,HMG「コーワ」75注用
105133901,2413400D3119,ＨＭＧ筋注用７５単位「Ｆ」
105134601,2413400D4077,HMG注テイゾー150
118091601,2413400D4085,HMG「コーワ」150注用
105137701,2413400D4093,ＨＭＧ筋注用１５０単位「Ｆ」
118090901,2413400D5030,HMG「コーワ」100注用
105141403,2413402X2053,*ゴナトロピン筋注用1000単位
105142105,2413402X3068,注射用ＨＣＧ３，０００単位「Ｆ」
105142104,2413402X3076,ＨＣＧモチダ筋注用3千単位￥ｎ
105142103,2413402X3084,*ゴナトロピン筋注用3000単位
105143807,2413402X4099,注射用ＨＣＧ５，０００単位「Ｆ」
105143806,2413402X4110,ＨＣＧモチダ筋注用5千単位￥ｎ
105143811,2413402X4129,ゲストロン筋注用5000単位
105143804,2413402X4137,*ゴナトロピン注用5000単位
105143812,2413402X4145,プレグニール筋注用5000単位
105144502,2413402X5052,注射用ＨＣＧ１０，０００単位「Ｆ」
105144501,2413402X5060,ＨＣＧモチダ筋注用1万単位￥ｎ
105146901,2413403A1040,フォリルモンＰ注７５
116986702,2413403A1059,ゴナピュール注用75
115407801,2413403D1020,フォリルモンＰ注１５０
116987402,2413403D1039,ゴナピュール注用150
117194501,2413404D1025,ゴナールエフ皮下注用75￥ｎ
117195201,2413404D2021,ゴナールエフ皮下注用150￥ｎ
118984101,2413404G1021,ゴナールエフ皮下注ペン450￥ｎ
118985801,2413404G2028,ゴナールエフ皮下注ペン900￥ｎ
120172701,2413404G3024,**ゴナールエフ皮下注ペン300￥ｎ
117757201,2413405A1023,フォリスチム注50
187053401,2413405A2020,フォリスチム注75
118416701,2413405G1026,フォリスチム注300IUカートリッジ
118417401,2413405G2022,フォリスチム注600IUカートリッジ
,241340XA2029,フォリスチム注150
105147602,2414400A1044,アトニン?O注1単位
105148302,2414400A2075,アトニン?O注5単位
105148303,2414400A2083,オキシトシン注射液５単位「F」
105149001,2414402A1035,ピトレシン注射液２０
105150601,2419400A1024,デスモプレシン注4協和
105151301,2419700Q1035,デスモプレシン点鼻液0.01％協和
105152001,2419700R1022,デスモプレシン・スプレー2.5協和
115175601,2419700R2029,デスモプレシン・スプレー10協和
105153702,2420001F1024,パロチン錠10mg
105154402,2431001X1031,チラーヂン末
105156801,2431003F1035,5mcgチロナミン錠
105157501,2431003F2031,25mcgチロナミン錠
105158202,2431004B1038,*チラーヂンS散0.01％
105159902,2431004F1021,チラーヂンS錠50
105159903,2431004F1048,レボチロキシンNa錠50μg「サンド」
105160502,2431004F2028,チラーヂンS錠25
105160503,2431004F2044,レボチロキシンNa錠25μg「サンド」
112837602,2431004F3024,チラーヂンS錠100
105161201,2432001F1033,メルカゾール錠5mg￥ｎ
105162901,2432002F1046,プロパジール錠50mg￥ｎ
105162904,2432002F1054,チウラジール錠50mg
105163601,2432400A1034,メルカゾール注10mg￥ｎ
120071302,2439400G1020,フォルテオ皮下注キット600μg
105165001,2443400B1041,デカ-デュラボリン筋注25mg
105166701,2443400B1050,デカ・デュラミン筋注２５ｍｇ
105168101,2443400B2048,デカ・デュラミン筋注５０ｍｇ
105172801,2449003F1021,プリモボラン錠５mg
105178002,2449403A2031,プリモボラン・デポー筋注１００ｍｇ
105179702,2451400A1030,ボスミン注１ｍｇ
105180301,2451401A1034,ノルアドリナリン注１ｍｇ
113719401,2451402G1040,*アドレナリン注０．１％シリンジ「テルモ」(1mL)
105181002,2451700Q1032,ボスミン外用液０．１％
105182701,2452001F1036,コートン錠25mg
105183401,2452002F1030,コートリル錠10mg
105184101,2452003F1035,フロリネフ錠0.1mg
105187203,2452400D1084,ソル・コーテフ注射用100mg
105186502,2452400D1092,＊サクシゾン注射用100mg
105188903,2452400D3052,ソル・コーテフ静注用250mg
105189602,2452400D4032,＊サクシゾン注射用300mg
105191903,2452400D6060,ソル・コーテフ静注用500mg
105190202,2452400D6078,＊サクシゾン静注用500mg
105193303,2452400D7040,ソル・コーテフ静注用1000mg
105192602,2452400D7058,＊サクシゾン静注用1000mg
105195703,2452402A1087,クレイトン静注液100mg
105199501,2452402A2040,水溶性ハイドロコートン注射液100mg
105200801,2452402A5090,水溶性ハイドロコートン注射液500mg
105196403,2452402A5104,クレイトン静注液500mg
105209102,2454002F1175,デキサメサゾン錠0.5mg「タイヨー」
105203901,2454002F1183,デカドロン錠0.5mg
119977201,2454002F2023,レナデックス錠4mg
105211401,2454002S1122,デカドロンエリキシル0.01％
105212103,2454002S1130,デキサメタゾンエリキシル0.01％「トーワ」
105213802,2454002S1149,*デキサメサゾンエリキシル0.01％「ニッシン」
105214502,2454003F1030,レダコート錠4mg
105216901,2454004B1040,リンデロン散0.1％
105215201,2454004B1059,リネステロン散0.1％
105217601,2454004F2081,ベタメタゾン錠0.5mg「サワイ」
105218301,2454004F2090,リンデロン錠0.5mg
105217602,2454004F2103,*リネステロン錠0.5mg
105222001,2454004Q1078,リンデロンシロップ0.01％
105229901,2454401A2024,メサドロン注2mg
105230501,2454401A3020,メサドロン注3mg
105235001,2454402A2037,ケナコルト-A皮内用関節腔内用水懸注50mg/５mL
105236701,2454402A3033,ケナコルト-A筋注用関節腔内用水懸注40mg/１mL
105239801,2454404A1064,リンデロン注2mg（0.4％）
105238101,2454404A1080,リノロサール注射液２mg（0.4％）
105240402,2454404A1099,ハイコート注２ｍｇ（０．４％）
105242801,2454404A2060,リンデロン注4mg（0.4％）
105243503,2454404A2087,リノロサール注射液４mg（0.4％）
105243502,2454404A2095,ハイコート注４ｍｇ（０．４％）
105245901,2454404A3067,リンデロン注20mg（0.4％）
105244201,2454404A3083,リノロサール注射液20mg（0.4％）
118755701,2454404A3091,ハイコート注２０ｍｇ（０．４％）
105247301,2454404A4039,リンデロン注20mg（2％）
105248001,2454404A5035,リンデロン注100mg（2％）
105260201,2454405A9060,*ソルコート静注液１００ｍｇ
105250301,2454405H1024,デカドロン注射液１．６５ｍｇ
105251001,2454405H1032,**デキサート注射液１．６５ｍｇ
105252701,2454405H2020,*オルガドロン注射液1.9mg
105253401,2454405H3027,デカドロン注射液３．３ｍｇ
105254101,2454405H3035,**デキサート注射液３．３ｍｇ
105258901,2454405H4023,*オルガドロン注射液3.8mg
105256501,2454405H5020,デカドロン注射液６．６ｍｇ
105257201,2454405H5038,**デキサート注射液６．６ｍｇ
105259601,2454405H6026,*オルガドロン注射液19mg
105265702,2454407A1033,リメタゾン静注2.5mg
105266401,2454408C1020,リンデロン懸濁注
105267101,2454700J1028,リンデロン坐剤0.5mg
105268801,2454700J2024,リンデロン坐剤1.0mg
105269502,2454701X1033,ステロネマ注腸3mg
105270102,2454701X2030,ステロネマ注腸1.5mg
105271816,2456001F1078,プレドニゾロン錠５「ホエイ」
105271819,2456001F1167,プレドニゾロン錠「三恵」
105271807,2456001F1310,プレドニン錠5mg
105271813,2456001F1345,プレドニゾロン錠5mg（旭化成）
105271812,2456001F1353,プレドニゾロン錠「タケダ」5mg
105271829,2456001F1361,プレドニゾロン錠５mg「NP」
105271810,2456001F1370,プレロン錠5mg
105271806,2456001F1388,プレドニゾロン錠5mg「三和」
105271814,2456001F1396,プレドニゾロン錠５ｍｇ「ミタ」
105271815,2456001F1400,プレドニゾロン錠5mg「トーワ」
105271825,2456001F1418,プレドニゾロン錠５mg「ＹＤ」
105272501,2456001F2023,プレドニゾロン錠1mg（旭化成）
105272502,2456001F2031,プレドニゾロン錠１「ホエイ」
105272503,2456001F2040,プレロン錠1mg
115593801,2456001F3020,プレドハン錠2.5mg
115593802,2456001F3038,プレロン錠2.5mg
105274901,2456002B1062,プレドニゾロン散「タケダ」1％
105277003,2456003F1034,メドロール錠2mg
105278703,2456003F2030,メドロール錠4mg
105281703,2456400D1040,注射用プリドール40
105280002,2456400D1059,注射用ソル・メルコート４０
105279403,2456400D1067,ソル・メドロール静注用40mg
105285505,2456400D2047,注射用プリドール125
113868906,2456400D2071,注射用ソル・メルコート１２５
105285502,2456400D2080,デカコート注射用125mg
105282403,2456400D2098,ソル・メドロール静注用125mg
105289305,2456400D3043,注射用プリドール500
113869605,2456400D3078,注射用ソル・メルコート５００
105289301,2456400D3086,デカコート注射用500mg
105286203,2456400D3094,ソル・メドロール静注用500mg
105292304,2456400D4040,注射用プリドール1000
105292305,2456400D4066,注射用ソル・メルコート１，０００
105290903,2456400D4074,ソル・メドロール静注用1000mg
105294703,2456402C1044,デポ・メドロール水懸注20mg
105295403,2456402C2040,デポ・メドロール水懸注40mg
105297801,2456402C3020,デポ・メルコート20mg
105298501,2456402C4027,デポ・メルコート40mg
105304301,2456405D1027,水溶性プレドニン10mg
105304302,2456405D1043,コハクサニン注射用１０ｍｇ
105305001,2456405D2023,水溶性プレドニン20mg
105305002,2456405D2040,コハクサニン注射用２０ｍｇ
105306701,2456405D3020,水溶性プレドニン50mg
114779701,2456700X1025,プレドネマ注腸20mg
105312801,2459100F1073,ビヘルス錠
105308101,2459100F1120,エンペラシン配合錠
105309801,2459100F1138,クロコデミン配合錠
105313501,2459100F1146,サクコルチン配合錠
105310402,2459100F1154,*セレスターナ配合錠
105307401,2459100F1162,セレスタミン配合錠
105311101,2459100F1170,*ヒスタブロック配合錠
105315901,2459100F1189,*プラデスミン配合錠
105314201,2459100F1197,※ベタセレミン配合錠
112846801,2459400D1050,*レボスパ静注用１００ｍｇ
105320301,2459400D2030,注射用アイリストーマー
105321001,2459400D2057,*レボスパ静注用２００ｍｇ
105323404,2461400A1060,テスチノンデポー筋注用125mg￥ｎ
105323402,2461400A1079,*エナルモンデポー筋注125mg
105324106,2461400A2075,テストロンデポー筋注２５０ｍｇ
105324105,2461400A2083,テスチノンデポー筋注用250mg￥ｎ
105324103,2461400A2091,*エナルモンデポー筋注250mg
105325802,2461401A1022,エナルモン注10
105326502,2461401A2029,エナルモン注25
105327202,2462001F1059,エナルモン錠25mg
115790101,2462001F2039,エネルファ錠10
118306101,2473001F1028,ジュリナ錠0.5mg
105335702,2473401C1032,オバホルモン水懸注0.2
105336402,2473401C2039,オバホルモン水懸注1
105337101,2473402A1036,ペラニンデポー筋注5mg￥ｎ
105339501,2473402A2040,ペラニンデポー筋注10mg￥ｎ
105338802,2473402A2059,プロギノン・デポー筋注１０ｍｇ
105340102,2473403B1044,*オバホルモンデポー筋注5mg
118194401,2473700M1020,ディビゲル１ｍｇ
117047401,2473700S2068,エストラジオール貼付剤０．７２ｍｇ「F」
105344901,2473700S2076,エストラーナテープ0.72mg
112848201,2473700S3021,フェミエスト2.17mg
112849901,2473700S4028,フェミエスト4.33mg
105345602,2474001F1033,プロセキソール錠0.5mg
105348701,2475001F1030,エストリール錠100γ￥ｎ
105349401,2475001F2029,エストリール錠0.5mg￥ｎ
105350005,2475001F3033,エストリール錠1mg￥ｎ
105350004,2475001F3050,ホーリン錠1mg
105350007,2475001F3068,メリストラーク錠1mg
105350002,2475001F3076,エストリオール錠１ｍｇ「科薬」
105350006,2475001F3084,エストリオール錠１ｍｇ「Ｆ」
105353102,2475401A2059,ホーリン筋注用10mg
105355501,2475402A1022,エストリオールデポー
105356201,2475402A1049,エストリールデポー注10mg￥ｎ
105359301,2477400A2067,*プロゲストンデポー筋注１２５ｍｇ
105360901,2477400A2075,プロゲデポー筋注125mg￥ｎ
105358602,2477400A2083,**オオホルミンルテウムデポー筋注125mg
105361602,2477401A1049,ルテウム注10
105361603,2477401A1057,プロゲホルモン筋注用10mg￥ｎ
105362304,2477401A4021,プロゲストン注２５
105362302,2477401A4056,ルテウム注25
105362303,2477401A4064,プロゲホルモン筋注用25mg￥ｎ
105363001,2477401A5028,プロゲストン注５０
105364701,2478001F1040,ルトラール錠2mg
105367802,2478001F2179,プロスタール錠25
105365418,2478001F2268,サキオジール錠25mg
105368501,2478001F2276,*プロスタット錠25mg
105365417,2478001F2284,プレストロン錠２５ｍｇ
105365403,2478001F2292,*プロターゲン錠２５ｍｇ
105365408,2478001F2306,*クロキナン錠25mg
105365404,2478001F2314,*エフミン錠２５ｍｇ
105365426,2478001F2322,ヴェロニカ錠25mg
105365424,2478001F2330,*ゲシン錠25mg
105365423,2478001F2349,レコルク錠25mg
105370801,2478001F2357,ロンステロン錠25mg
105365412,2478001F2365,**クロルマジノン酢酸エステル錠25mg「タイヨー」
105374601,2478001G1054,クロキナンL錠50mg
105372201,2478001G1100,プレストロン徐放錠５０ｍｇ
105373902,2478001G1119,*ゲシンL錠50mg
112852901,2478001G1127,※ジルスタンL錠50mg
105375301,2478001G1135,**クロルマジノン酢酸エステル徐放錠50mg「タイヨー」
105371502,2478001G1143,**プロスタールL錠50mg
112853601,2478002F1045,メドキロン錠2.5
105380701,2478002F1053,ネルフィン錠2.5
105378401,2478002F1061,プロゲストン錠２．５ｍｇ
105379103,2478002F1070,プロベラ錠2.5mg
105381401,2478002F2033,ヒスロン錠5
105382101,2478002F2050,プロゲストン錠５ｍｇ
105384501,2478002F3048,プロゲストン錠２００
105383801,2478002F3056,ヒスロンH錠200mg
105385202,2478003F1031,デュファストン錠５ｍｇ
105386901,2479002F1026,ノアルテン錠（5mg）
112855013,2479003F2035,アランダール錠25
105390601,2479003F2043,エルモラン錠25
105393701,2479003F2078,ペリアス錠25mg
112855018,2479003F2094,コバレノール錠25
112855015,2479003F2108,メイエストン錠25
112855023,2479003F2132,サルミコール錠25
105388301,2479003F2140,パーセリン錠25mg
105397501,2479004F1033,プレマリン錠0.625mg
105399901,2479005F1038,*ジオール錠2μg
105400201,2479400A1030,プロステチン水懸注２００ｍｇ
105401902,2479401A1035,*デポスタット筋注２００ｍｇ
105403302,2481401X1044,**ボセルモン水懸注
105404001,2481402A1020,ダイホルモン・デポー注￥ｎ
105405702,2481402A1054,プリモジアン・デポー筋注
105406402,2481403X1035,*ボセルモンデポー筋注
105409502,2482003F1042,ビホープＡ錠
105408802,2482003F1050,*ソフィアＡ配合錠
105410102,2482004X1034,*ソフィアＣ配合錠
105412501,2482005F1041,プラノバール配合錠
105414902,2482007F1032,*ルテジオン配合錠
118292701,2482009F1023,ルナベル配合錠
118831801,2482010F1026,ウェールナラ配合錠
119822501,2482011F1020,ヤーズ配合錠
105418702,2482401X1041,*E・P・ホルモンデポー筋注
105419401,2482403A1021,ルテスデポー注￥ｎ
118933901,2482800S1026,メノエイドコンビパッチ
105421702,2491001F4025,カリクレイン錠10単位
105422402,2491001F5021,Ｓ?カルジー錠25
105423101,2491001F5030,カリクロモン錠25
105426201,2491001F5056,カルナクリン錠25
105427901,2491001F5064,カルニアチンS錠25
105431601,2491001F5072,サイモチンS錠25
105430901,2491001F5099,サークレチンS錠25
105432302,2491001F5102,バスドリンF錠25
105433001,2491001F5110,プロクレイン錠25
105434701,2491001F5129,プロモチンＳ錠２５
105435401,2491001F5137,ローザグッド錠25
105425501,2491001F5145,カリレチンＳ錠25単位
105429301,2491001F5153,サークリンＳ錠２５
112863501,2491001F6028,カセルミン錠50
105438501,2491001F6036,カリクロモン錠50
105436101,2491001F6060,カルナクリン錠50
105440801,2491001F6079,カルニアチン錠50
105447703,2491001F6087,クライスリン錠50
105448403,2491001F6095,クレルモン錠50
105449101,2491001F6109,サイモチンS錠50
105450701,2491001F6117,サークレチンS錠50
105451401,2491001F6125,バスドリンF錠50
105442201,2491001F6133,ビドクレイン錠50
105443901,2491001F6141,プロクレイン錠50
105452101,2491001F6150,プロモチンＳ錠５０
105437801,2491001F6168,ローザグッド錠50
105453802,2491001F6176,Ｓ?カルジー錠50
105445301,2491001F6184,カルタゴン錠５０
105458301,2491001M3044,カルナクリンカプセル25
105456902,2491001M3052,*カリクロモンカプセル25単位
105455201,2491001M3060,カセルミンカプセル25
105466802,2492403A3047,ヒューマリンN注100単位/mL
105469902,2492403A4043,￥ｎノボリンR注100単位/mL
105468202,2492403A4051,ヒューマリンR注100単位/mL
105475002,2492403H1034,ヒューマリン3/7注100単位/mL
105478101,2492403H4041,*ヒューマリンR注カート
105479801,2492403H4050,￥ｎペンフィルR注
105480401,2492403H5030,*ヒューマリンN注カート
105481101,2492403H6036,*ヒューマリン3/7注カート
105491002,2492413A2036,￥ｎノボリンN注100単位/mL
105493402,2492413A4039,￥ｎノボリン30R注100単位/mL
114645501,2492413G1040,￥ｎイノレットN注
115623201,2492413G1059,￥ｎノボリンN注フレックスペン
105500901,2492413G1067,*ヒューマリンN注キット
114646201,2492413G5046,￥ｎイノレット30R注
115626301,2492413G5054,￥ｎノボリン30R注フレックスペン
105505401,2492413G5062,*ヒューマリン3/7注キット
115615701,2492413G6034,￥ｎイノレット40R注
115627001,2492413G6042,￥ｎノボリン40R注フレックスペン
115616401,2492413G7030,￥ｎイノレット50R注
115628701,2492413G7049,￥ｎノボリン50R注フレックスペン
114647901,2492413G8045,￥ｎイノレットR注
115622501,2492413G8053,￥ｎノボリンR注フレックスペン
105509201,2492413G8061,*ヒューマリンR注キット
