HOT9,YJコード,組成の記述
105591701,2529708J2040,*有効成分<BR>イソコナゾール硝酸塩<<BR>>含量（1錠中）<BR>300mg<<BR>>添加物<BR>乳糖水和物￥ｎ結晶セルロース￥ｎステアリン酸マグネシウム
105590002,2529708J2058,成分・含量<BR>1錠中，イソコナゾール硝酸塩300mg含有<<BR>>添加物<BR>乳糖水和物，結晶セルロース，ステアリン酸マグネシウム
105592402,2529709H1046,有効成分(1錠中)<BR>オキシコナゾール硝酸塩100mg<<BR>>添加物<BR>乳糖水和物，セルロース，ヒドロキシプロピルセルロース，クエン酸，ステアリン酸マグネシウム
112876501,2529709H1054,*有効成分<BR>オキシコナゾール硝酸塩<<BR>>含量(1錠中)<BR>100mg<<BR>>添加物<BR>乳糖水和物￥ｎ結晶セルロース￥ｎ低置換度ヒドロキシプロピルセルロース￥ｎヒドロキシプロピルセルロース￥ｎステアリン酸マグネシウム
105593102,2529709H2042,有効成分(1錠中)<BR>オキシコナゾール硝酸塩600mg<<BR>>添加物<BR>セルロース，ヒドロキシプロピルセルロース，クエン酸，ステアリン酸マグネシウム
112877201,2529709H2050,*有効成分<BR>オキシコナゾール硝酸塩<<BR>>含量(1錠中)<BR>600mg<<BR>>添加物<BR>結晶セルロース￥ｎ低置換度ヒドロキシプロピルセルロース￥ｎヒドロキシプロピルセルロース￥ｎステアリン酸マグネシウム
105594801,2529950J1025,成分・含量<BR>１個中ソルコセリル0.2mL<<BR>>添加物<BR>ハードファット、パラオキシ安息香酸メチル、パラオキシ安息香酸プロピル
105596209,2531002F1192,成分・含量<BR>1錠中日局メチルエルゴメトリンマレイン酸塩0.125mg<<BR>>添加物<BR>カルナウバロウ，硬化油，酸化チタン，ステアリン酸亜鉛，タルク，トウモロコシデンプン，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，部分アルファー化デンプン，マクロゴール6000，マレイン酸
105596215,2531002F1206,成分・含量<BR>1錠中メチルエルゴメトリンマレイン酸塩（日局）0.125mg<<BR>>添加物<BR>マレイン酸、ゼラチン、ステアリン酸、タルク、トウモロコシデンプン、乳糖、無水ケイ酸、アラビアゴム、白糖、三二酸化鉄、カルナウバロウ
105596210,2531002F1214,成分・含量<BR>1錠中日局メチルエルゴメトリンマレイン酸塩0.125mg<<BR>>添加物<BR>マレイン酸、乳糖水和物、バレイショデンプン、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、白糖、ゼラチン、アラビアゴム末、沈降炭酸カルシウム、タルク、酸化チタン、ポリオキシエチレン(105)ポリオキシプロピレン(5)グリコール、カルナウバロウ、白色セラック、ヒマシ油、青色1号アルミニウムレーキ
105596214,2531002F1222,有効成分<BR>日局メチルエルゴメトリンマレイン酸塩<<BR>>含量（1錠中）<BR>0.125mg<<BR>>添加物<BR>乳糖水和物￥ｎ結晶セルロース￥ｎヒドロキシプロピルセルロース￥ｎステアリン酸マグネシウム￥ｎヒプロメロース￥ｎプロピレングリコール￥ｎ酸化チタン￥ｎ黄色5号￥ｎ青色2号￥ｎカルナウバロウ
105596208,2531002F1230,1錠中：メチルエルゴメトリンマレイン酸塩…………………0.125mg￥ｎ〈添加物〉￥ｎ軽質無水ケイ酸、酸化チタン、ステアリン酸、タルク、トウモロコシデンプン、乳糖水和物、バレイショデンプン、ヒプロメロース、マクロゴール6000
105596209,2531002F1249,成分・含量<BR>1錠中日局メチルエルゴメトリンマレイン酸塩0.125mg<<BR>>添加物<BR>カルナウバロウ，硬化油，酸化チタン，ステアリン酸亜鉛，タルク，トウモロコシデンプン，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，部分アルファー化デンプン，マクロゴール6000，マレイン酸
105597901,2531400A1059,有効成分<BR>日局エルゴメトリンマレイン酸塩<<BR>>含量<BR>0.2mg<<BR>>容量<BR>1mL<<BR>>添加物<BR>アスコルビン酸10mg￥ｎ乾燥亜硫酸ナトリウム0.5mg￥ｎベンジルアルコール10μL
105598602,2531401A1100,成分・含量<BR>1管1mL中日局メチルエルゴメトリンマレイン酸塩0.2mg<<BR>>添加物<BR>pH調節剤，等張化剤
105599301,2531401A1118,本剤は1管（1mL）中に下記成分を含む。（組成の表参照）
105600601,2531401A1126,有効成分<BR>日局メチルエルゴメトリンマレイン酸塩<<BR>>含量<BR>0.2mg<<BR>>添加物<BR>酒石酸0.25mg￥ｎ塩化ナトリウム（等張化剤）8.2mg<<BR>>容量<BR>1mL
105601301,2531401A1134,**,*メチルエルゴメトリンマレイン酸塩注0.2mg「イセイ」は、1管(1mL)中にメチルエルゴメトリンマレイン酸塩0.2mgを含有する。<<BR>>添加物として等張化剤を含有する。
105598602,2531401A1142,成分・含量<BR>1管1mL中日局メチルエルゴメトリンマレイン酸塩0.2mg<<BR>>添加物<BR>pH調節剤，等張化剤
105604402,2559001M1074,**有効成分<BR>トリベノシド<<BR>>**含量（1カプセル中）<BR>200mg<<BR>>添加物<BR>カプセル本体にゼラチン、グリセリン、パラオキシ安息香酸エチル、パラオキシ安息香酸プロピル、酸化チタン含有
105605103,2559001M1082,<BR>ヘモリールカプセル200mgは、1カプセル中にトリベノシド200mgを含有する。<<BR>><BR>添加物として、無水エタノール、また、カプセル本体にゼラチン、グリセリン、パラオキシ安息香酸エチル、パラオキシ安息香酸プロピル、酸化チタン、黄色５号を含有する。
105602001,2559001M1090,有効成分(1カプセル中)<BR>トリベノシド200mg<<BR>>添加物<BR>エタノール、ゼラチン、グリセリン、パラベン、酸化チタン、黄色5号
105603701,2559001M1104,有効成分及び含量（1カプセル中）<BR>トリベノシド・・・・・200mg<<BR>>添加物<BR>ゼラチン、濃グリセリン、D-ソルビトール、無水エタノール、酸化チタン、パラオキシ安息香酸エチル、パラオキシ安息香酸プロピル
105607501,2559002X1032,成分・含量<BR>1錠中静脈血管叢エキス0.18mg<<BR>>*添加物<BR>D-マンニトール，結晶セルロース，白糖，ペプトン，カルメロース，マクロゴール6000，タルク，ステアリン酸マグネシウム，乳糖水和物<<BR>>備考<BR>静脈血管叢エキスは雑食動物の静脈叢を加水分解して得た乾燥エキスで，主成分はポリペプタイドである。
105608201,2559003F1040,成分・分量<BR>１錠中￥ｎメリロートエキス：25mg<<BR>>添加物<BR>バレイショデンプン、軽質無水ケイ酸、含水二酸化ケイ素、ショ糖脂肪酸エステル、精製白糖、タルク、沈降炭酸カルシウム、ゼラチン、精製セラック、アラビアゴム末、酸化チタン、ステアリン酸ポリオキシル40、銅クロロフィル、マクロゴール6000、ステアリン酸、ヒプロメロース、カルナウバロウ、サラシミツロウ
105609901,2559100X1040,組成<BR>本剤は、1錠中に下記成分を含有する。￥ｎパラフレボン------200mg￥ｎセンナ末-----15mg￥ｎイオウ-----15mg￥ｎ酒石酸水素カリウム---15mg<<BR>>添加物<BR>ゼラチン、メタケイ酸アルミン酸マグネシウム、ステアリン酸マグネシウム、カルメロース、精製白糖、沈降炭酸カルシウム、タルク、アラビアゴム末、ポリビニルアルコール（部分けん化物）、ポリオキシエチレン（160）ポリオキシプロピレン（30）グリコール、サラシミツロウ、カルナウバロウ、薬用炭、黄色三二酸化鉄、黄色５号、青色２号を含有する。
105610502,2559101X1036,**成分・含量（1錠中）<BR>ブロメライン35,000ブロメライン単位￥ｎトコフェロール酢酸エステル10mg<<BR>>添加物<BR>結晶セルロース、カルメロースカルシウム、タルク、乳糖水和物、ステアリン酸マグネシウム、セラセフェート、白色セラック、ヒマシ油、白糖、沈降炭酸カルシウム、アラビアゴム末、酸化チタン、カルナウバロウ、サラシミツロウ、合成ケイ酸アルミニウム、含水二酸化ケイ素
105611202,2559102F1027,<BR>1錠中に次の成分を含有する。<<BR>>**有効成分<BR>メリロートエキス12.5mg￥ｎルチン水和物12.5mg<<BR>>*添加物<BR>乳糖水和物、白糖、ゼラチン、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン
105612901,2559400A1033,成分・含量<BR>5mL中(日局)フェノール250mg<<BR>>添加物<BR>アルモンド油適量
105614301,2559700M1026,成分・含量（１g中）<BR>大腸菌死菌浮遊液0.163mL￥ｎ（大腸菌死菌約2.59億個含有）<<BR>>添加物<BR>精製ラノリン￥ｎ白色ワセリン￥ｎフェノール
105619802,2559805J1020,*本剤は１個中にヒドロコルチゾン５mg、フラジオマイシン硫酸塩7.1mg（力価）、ジブカイン塩酸塩５mg、エスクロシド10mgを含有する。添加物として硬化油を含有する。
105620402,2559806M1021,*本剤は１g中にヒドロコルチゾン５mg、フラジオマイシン硫酸塩7.1mg（力価）、ジブカイン塩酸塩５mg、エスクロシド10mgを含有する。￥ｎ添加物として、精製ラノリン、流動パラフィン、白色ワセリンを含有する。
116142701,2559806M1030,成分・含量（1g中）<BR>ヒドロコルチゾン5.0mg￥ｎジブカイン塩酸塩5.0mg￥ｎフラジオマイシン硫酸塩7.1mg（力価）￥ｎエスクロシド10.0mg<<BR>>添加物<BR>白色ワセリン、精製ラノリン、流動パラフィン
105622804,2559807J1020,成分・分量（1個中）<BR>リドカイン38mg￥ｎアミノ安息香酸エチル128mg￥ｎ次没食子酸ビスマス128mg<<BR>>添加物<BR>酸化亜鉛，ペルーバルサム，ハッカ油，ハードファット
105623501,2559808J1024,成分・含量￥ｎ１個（1.5g）中<BR>大腸菌死菌浮遊液0.245mL￥ｎ（大腸菌死菌約3.90億個含有）￥ｎヒドロコルチゾン3.75mg<<BR>>添加物<BR>ハードファット￥ｎポリオキシエチレン硬化ヒマシ油40￥ｎデンプングリコール酸ナトリウム￥ｎ疎水性軽質無水ケイ酸￥ｎフェノール
105624201,2559808M1020,成分・含量（１g中）<BR>大腸菌死菌浮遊液：0.163mL￥ｎ（大腸菌死菌約2.59億個含有）￥ｎヒドロコルチゾン：2.50mg<<BR>>添加物<BR>精製ラノリン￥ｎ白色ワセリン￥ｎフェノール
105628008,2559811J1042,成分・含量￥ｎ１個（1.5g）中<BR>ロートエキス…50mg￥ｎタンニン酸…100mg<<BR>>※添加物<BR>セスキオレイン酸ソルビタン、ラウリル硫酸Na、ハードファット
105629701,2559813J1025,成分・含量（1個中）<BR>トリベノシド200mg￥ｎリドカイン40mg<<BR>>添加物<BR>ハードファット
105630301,2559813J1033,<BR>本剤は、1個（1.77g）中に次の成分を含有する。<<BR>><BR>トリベノシド・・・・・・・・・・200mg<<BR>><BR>リドカイン・・・・・・・・・・・40mg<<BR>><BR>添加物としてハードファットを含有する。
116114401,2559813J1076,成分・含量（１個中）<BR>トリベノシド200mg￥ｎリドカイン40mg<<BR>>添加物<BR>ハードファット
105637201,2559813M1021,<BR>本剤は、1容器（2.4g）中に次の成分を含有する。<<BR>><BR>トリベノシド・・・・・・・・・・271.2mg<<BR>><BR>リドカイン・・・・・・・・・・・54.2mg<<BR>><BR>添加物として白色ワセリン、中鎖脂肪酸トリグリセリド、ミツロウを含有する。
105638903,2559814J1020,＊＊成分・含量<BR>1個中，日局ジフルコルトロン吉草酸エステル0.2mg及び日局リドカイン40mg含有<<BR>>添加物<BR>ハードファット
115577801,2559814J1038,**￥ｎ*成分・含量<BR>1個中日局ジフルコルトロン吉草酸エステル…0.2mg￥ｎ日局リドカイン…40mg<<BR>>添加物<BR>ハードファット
115576101,2559814J1046,ネイサート坐剤は、１個中にジフルコルトロン吉草酸エステル（別名吉草酸ジフルコルトロン）0.2mg、日本薬局方リドカイン40mgを含有する。<<BR>>添加物として、軽質無水ケイ酸及びハードファットを含有する。
117298001,2559814J1054,1個中：￥ｎジフルコルトロン吉草酸エステル…………0.2mg￥ｎリドカイン………………………40mg￥ｎ〈添加物〉ハードファット
119854601,2559814J1062,成分・含量（１個中）<BR>ジフルコルトロン吉草酸エステル…0.2mg￥ｎリドカイン…40mg<<BR>>添加物<BR>軽質無水ケイ酸、ハードファット
105639603,2559814M1026,成分・含量<BR>1g中，ジフルコルトロン吉草酸エステル0.1mg及び日局リドカイン20mg含有<<BR>>添加物<BR>白色ワセリン，流動パラフィン，クエン酸ジステアリル・ヤシ油脂肪酸ペンタエリトリトール，セスキオレイン酸ソルビタン，サラシミツロウ，ステアリン酸アルミニウム，pH調整剤
115578501,2559814M1034,**￥ｎ*成分・含量<BR>1g中日局ジフルコルトロン吉草酸エステル…0.1mg￥ｎ日局リドカイン…20mg<<BR>>添加物<BR>サラシミツロウ、流動パラフィン、ワセリン、ペンタエリスチルクエン酸高級脂肪酸エステル、ミツロウ、ノニオン乳化剤、pH調整剤
119853901,2559814M1042,成分・含量（1g中）<BR>ジフルコルトロン吉草酸エステル…0.1mg￥ｎリドカイン…20mg<<BR>>添加物<BR>サラシミツロウ、流動パラフィン、ワセリン、ペンタエリスチルクエン酸高級脂肪酸エステル、ミツロウ、ノニオン乳化剤、pH調整剤
105642601,2590002D1060,組成<BR>1g中にフラボキサート塩酸塩200mgを含有する。<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、結晶セルロース、ポリビニルアルコール（部分けん化物）、ポリビニルアセタールジエチルアミノアセテート、ヒプロメロース、ポリオキシエチレン（160）ポリオキシプロピレン（30）グリコール、タルク、含水二酸化ケイ素を含有する。
105643314,2590002F1312,有効成分の名称<BR>フラボキサート塩酸塩<<BR>>含量<BR>1錠中フラボキサート塩酸塩200ｍｇ<<BR>>添加物<BR>トウモロコシデンプン、ヒドロキシプロピルセルロース、低置換度ヒドロキシプロピルセルロース、ステアリン酸Ｍｇ、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
105643308,2590002F1347,<BR>プログット錠200mgは、1錠中に「日局」フラボキサート塩酸塩200mgを含有する製剤である。<<BR>>添加物<BR>ステアリン酸Mg、カルメロースCa、ポビドン、乳糖水和物、ヒプロメロース、酢酸ビニル樹脂、セタノール、酸化チタンを含有する。
105643316,2590002F1355,1錠中の有効成分：<BR>フラボキサート塩酸塩（日局）・・・・・200mg<<BR>>添加物：<BR>セルロース、無水ケイ酸、クエン酸、ヒドロキシプロピルセルロース、カルメロースCa、ステアリン酸Mg、ヒプロメロース、タルク、マクロゴール、酸化チタン
105643307,2590002F1363,サワダロン錠200mgは、１錠中に日局フラボキサート塩酸塩200mgを含有する。￥ｎ添加物として、カルナウバロウ、カルメロース、酸化チタン、ステアリン酸Mg、トウモロコシデンプン、ヒプロメロース、ポリビニルアルコール(部分けん化物)、マクロゴール6000を含有する。
105645701,2590002F1371,組成<BR>1錠中にフラボキサート塩酸塩200mgを含有する。<<BR>>添加物<BR>トウモロコシデンプン、カルメロース、ポリビニルアルコール（部分けん化物）、ステアリン酸マグネシウム、ヒプロメロース、プロピレングリコール、カルナウバロウ、黄色三二酸化鉄を含有する。
105643303,2590002F1380,有効成分<BR>1錠中に日本薬局方フラボキサート塩酸塩200mgを含有する。<<BR>>*添加物<BR>結晶セルロース、硬化油、ヒドロキシプロピルセルロース、アルギン酸ナトリウム、クロスカルメロースナトリウム、部分アルファー化デンプン、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、低置換度ヒドロキシプロピルセルロース、酸化チタン、タルク、カルナウバロウ
105643312,2590002F1398,１錠中、日局フラボキサート塩酸塩200mgを含有する。<<BR>>*添加物<BR>添加物として、乳糖水和物、アルギン酸、ヒドロキシプロピルセルロース、ヒプロメロースフタル酸エステル、低置換度ヒドロキシプロピルセルロース、ステアリン酸Mg、合成ケイ酸アルミニウム、ヒプロメロース、マクロゴール6000、酸化チタン、カルナウバロウを含有する。
105643319,2590002F1401,成分<BR>フラボキサート塩酸塩（日局）<<BR>>含量（1錠中）<BR>200mg<<BR>>添加物<BR>トウモロコシデンプン、カルボキシメチルセルロース、ポリビニルアルコール（部分けん化物）、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール、酸化チタン
105643315,2590002F1410,有効成分(1錠中)<BR>フラボキサート塩酸塩200mg<<BR>>添加物<BR>セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ポビドン、プロピレングリコール、ステアリン酸カルシウム、タルク、ヒプロメロース、マクロゴール
105643332,2590002F1428,１錠中、フラボキサート塩酸塩200mgを含有する。￥ｎ添加物として、乳糖水和物、セルロース、ヒドロキシプロピルセルロース、カルメロースＣａ、ステアリン酸Ｍｇ、タルク、酸化チタン、黄色４号（タートラジン）、青色２号を含有する。
105643329,2590002F1436,フラボネート錠200mg<BR>￥ｎ1錠中フラボキサート塩酸塩200mgを含有する。￥ｎ添加物としてセルロース，ヒドロキシプロピルセルロース，カルメロース，ステアリン酸マグネシウム，タルク，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウを含有する。
105643313,2590002F1444,成分・含量<BR>1錠中日局フラボキサート塩酸塩200mg<<BR>>添加物<BR>カルナウバロウ，カルメロースカルシウム，酸化チタン，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，ヒプロメロース，マクロゴール6000，メチルセルロース
105643338,2590002F1452,成分・含量<BR>1錠中フラボキサート塩酸塩200mg<<BR>>添加物<BR>カルメロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸Mg、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
105643310,2590002F1460,1錠中：フラボキサート塩酸塩………200mg￥ｎ〈添加物〉￥ｎ結晶セルロース、酸化チタン、ステアリン酸マグネシウム、デンプングリコール酸ナトリウム、ヒドロキシプロピルセルロース、ヒプロメロース、マクロゴール6000
105643324,2590002F1479,組成<BR>ボラボラン錠200mgは１錠中フラボキサート塩酸塩200mgおよび添加物として乳糖水和物、結晶セルロース、カルメロースカルシウム、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、軽質無水ケイ酸、ヒプロメロース、タルク、酸化チタン、カルナウバロウを含有する。
105647101,2590003F1023,成分・含量<BR>1錠中セルニチンポーレンエキス63mg￥ｎ（セルニチンT-6060mg，セルニチンGBX3mg）<<BR>>*添加物<BR>グルコン酸カルシウム水和物，乳糖水和物，リン酸水素カルシウム水和物，バレイショデンプン，アルギン酸ナトリウム，ステアリン酸マグネシウム，タルク，黄色4号（タートラジン），青色2号<<BR>>備考<BR>セルニチンポーレンエキスは植物の花粉の混合物を微生物消化した後，水で抽出して得た粉末エキス（セルニチンT-60）と，有機溶媒抽出の軟エキス（セルニチンGBX）を，20：1の比率で含む。
105649515,2590004F1079,*有効成分<BR>日局リトドリン塩酸塩<<BR>>含量（1錠中）<BR>5mg<<BR>>*添加物<BR>乳糖水和物、結晶セルロース、リン酸水素カルシウム水和物、カルメロース、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン
105650101,2590004F1192,販売名<BR>ウテメリン錠5mg<<BR>>成分・含量(1錠中)<BR>日局リトドリン塩酸塩５mg<<BR>>添加物<BR>**乳糖水和物，結晶セルロース，ヒドロキシプロピルセルロース，トウモロコシデンプン，タルク，ステアリン酸カルシウム，ヒプロメロース，マクロゴール，シリコーン樹脂
105649518,2590004F1206,１錠中、リトドリン塩酸塩５mgを含有する。￥ｎ添加物として、乳糖水和物、トウモロコシデンプン、セルロース、ヒドロキシプロピルセルロース、ステアリン酸Ｍｇ、タルク、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウを含有する。
105649521,2590004F1214,有効成分<BR>リトドリン塩酸塩<<BR>>含量<BR>1錠中5mg<<BR>>添加物<BR>乳糖水和物、低置換度ヒドロキシプロピルセルロース、結晶セルロース、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、カルナウバロウ
105649520,2590004F1222,本剤は、１錠中にリトドリン塩酸塩（日局）5mgを含有する錠剤である。添加物として結晶セルロース（日局）、リン酸水素カルシウム水和物（日局）、カルメロース（日局）、ヒドロキシプロピルセルロース（日局）、ステアリン酸マグネシウム（日局）、ヒプロメロース（日局）、マクロゴール6000（日局）、酸化チタン（日局）、乳糖水和物（日局）を含有する。
105649512,2590004F1230,有効成分<BR>日局リトドリン塩酸塩<<BR>>含量(1錠中)<BR>5mg<<BR>>添加物<BR>乳糖水和物￥ｎ結晶セルロース￥ｎヒドロキシプロピルセルロース￥ｎポビドン￥ｎステアリン酸マグネシウム￥ｎヒプロメロース￥ｎポリエチレングリコール
105649501,2590004F1249,成分・含量(1錠中)<BR>日本薬局方リトドリン塩酸塩5mg<<BR>>添加物<BR>ステアリン酸カルシウム、セルロース、乳糖水和物、ヒドロキシプロピルセルロース、ヒプロメロース、マクロゴール
105649505,2590004F1257,有効成分の名称<BR>リトドリン塩酸塩<<BR>>含量<BR>1錠中リトドリン塩酸塩（日局）5ｍｇ<<BR>>添加物<BR>乳糖水和物、セルロース、トウモロコシデンプン、ポビドン、低置換度ヒドロキシプロピルセルロース、二酸化ケイ素、ステアリン酸Ｍｇ、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
105649513,2590004F1265,*ウルペティック錠５mgは、１錠中に日本薬局方リトドリン塩酸塩（別名塩酸リトドリン）５mgを含有する。<<BR>>添加物として、乳糖水和物、トウモロコシデンプン、結晶セルロース、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、タルク、ヒプロメロース、マクロゴール、酸化チタン及びカルナウバロウを含有する。
105653202,2590004F1273,成分・含量<BR>1錠中日局リトドリン塩酸塩5mg<<BR>>添加物<BR>カルナウバロウ，結晶セルロース，酸化チタン，ステアリン酸マグネシウム，タルク，低置換度ヒドロキシプロピルセルロース，乳糖水和物，ヒプロメロース，マクロゴール6000
105649503,2590004F1281,成分・含量<BR>1錠中日局リトドリン塩酸塩…5mg<<BR>>添加物<BR>乳糖水和物、セルロース、ヒドロキシプロピルセルロース、無水ケイ酸、カルメロースCa、ステアリン酸Mg、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ、サラシミツロウ
105649511,2590004F1290,成分・含量<BR>1錠中日局リトドリン塩酸塩5mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、結晶セルロース、ヒドロキシプロピルセルロース、カルメロースカルシウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール1500、酸化チタン、タルク、カルナウバロウ
105656302,2590005F1022,有効成分（１錠中)<BR>オキシブチニン塩酸塩2mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、ステアリン酸マグネシウム
113720029,2590005F1111,オリベート錠２：１錠中にオキシブチニン塩酸塩２mgを含有する。￥ｎ添加物として、カルナウバロウ、軽質無水ケイ酸、結晶セルロース、酸化チタン、ステアリン酸Mg、タルク、乳糖、ヒプロメロース、マクロゴール6000を含有する。
113720044,2590005F1138,１錠中、オキシブチニン塩酸塩２mgを含有する。￥ｎ添加物として、乳糖水和物、セルロース、ヒドロキシプロピルセルロース、ステアリン酸Mgを含有する。
113720004,2590005F1197,成分・含量<BR>1錠中オキシブチニン塩酸塩2mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、結晶セルロース、ヒドロキシプロピルセルロース、ステアリン酸Mg、ヒドロキシプロピルメチルセルロース、マクロゴール、酸化チタン
113720031,2590005F1219,1錠中：オキシブチニン塩酸塩…………2mg￥ｎ〈添加物〉￥ｎカルメロースカルシウム、結晶セルロース、ステアリン酸マグネシウム、乳糖水和物、ヒドロキシプロピルセルロース
113720022,2590005F1235,ウルゲント錠2mg<BR>￥ｎ1錠中オキシブチニン塩酸塩2mgを含有する。￥ｎ添加物として乳糖，セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウムを含有する。
113720035,2590005F1243,1錠中の有効成分：<BR>オキシブチニン塩酸塩・・・・・2mg<<BR>>添加物：<BR>乳糖水和物、セルロース、ヒドロキシプロピルセルロース、カルメロースCa、ステアリン酸Mg、無水ケイ酸
113720030,2590005F1251,有効成分<BR>オキシブチニン塩酸塩<<BR>>含量<BR>1錠中2mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、低置換度ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
105676102,2590005F2029,有効成分（１錠中)<BR>オキシブチニン塩酸塩3mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、ステアリン酸マグネシウム
105677818,2590005F2096,ウルゲント錠3mg<BR>￥ｎ1錠中オキシブチニン塩酸塩3mgを含有する。￥ｎ添加物として乳糖，トウモロコシデンプン，セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，タルク，カルナウバロウを含有する。
105677805,2590005F2100,オリベート錠３：１錠中にオキシブチニン塩酸塩３mgを含有する。￥ｎ添加物として、カルナウバロウ、軽質無水ケイ酸、結晶セルロース、酸化チタン、ステアリン酸Mg、タルク、乳糖、ヒプロメロース、マクロゴール6000を含有する。
105677804,2590005F2150,成分・含量<BR>1錠中オキシブチニン塩酸塩3mg<<BR>>添加物<BR>乳糖、トウモロコシデンプン、結晶セルロース、ヒドロキシプロピルセルロース、ステアリン酸Mg、ヒドロキシプロピルメチルセルロース、マクロゴール、酸化チタン
105677807,2590005F2177,1錠中：オキシブチニン塩酸塩…………3mg￥ｎ〈添加物〉￥ｎカルメロースカルシウム、結晶セルロース、ステアリン酸マグネシウム、乳糖水和物、ヒドロキシプロピルセルロース
105677823,2590005F2193,1錠中の有効成分：<BR>オキシブチニン塩酸塩・・・・・3mg<<BR>>添加物：<BR>乳糖水和物、セルロース、ヒドロキシプロピルセルロース、カルメロースCa、ステアリン酸Mg、無水ケイ酸
105677806,2590005F2207,有効成分<BR>オキシブチニン塩酸塩<<BR>>含量<BR>1錠中3mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、低置換度ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
105678502,2590005F3025,有効成分（１錠中)<BR>オキシブチニン塩酸塩1mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、ステアリン酸マグネシウム
105679201,2590005F3041,オリベート錠１：１錠中にオキシブチニン塩酸塩１mgを含有する。￥ｎ添加物として、カルナウバロウ、軽質無水ケイ酸、結晶セルロース、酸化チタン、ステアリン酸Mg、タルク、乳糖、ヒプロメロース、マクロゴール6000を含有する。
120398101,2590005F3076,成分・含量<BR>1錠中オキシブチニン塩酸塩1mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、結晶セルロース、ステアリン酸Mg、ヒプロメロース、マクロゴール、酸化チタン
117318501,2590007C1025,*成分・含量<BR>1g中プロピベリン塩酸塩20mg<<BR>>添加物<BR>D-マンニトール、低置換度ヒドロキシプロピルセルロース、精製白糖、リン酸二カリウム、ヒプロメロース、軽質無水ケイ酸、ステアリン酸ポリオキシル40
105680801,2590007F1021,*成分・含量<BR>1錠中プロピベリン塩酸塩10mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、ヒドロキシプロピルスターチ、カルメロースカルシウム、ヒプロメロース、タルク、マクロゴール6000、酸化チタン、ステアリン酸マグネシウム、カルナウバロウ
116752801,2590007F1048,ウロナベリン錠10<BR>￥ｎ1錠中プロピベリン塩酸塩10mgを含有する。￥ｎ添加物として乳糖，部分アルファー化デンプン，セルロース，ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，タルク，カルナウバロウを含有する。
116643901,2590007F1064,成分・含量<BR>1錠中、プロピベリン塩酸塩10mg含有<<BR>>添加物<BR>D-マンニトール、ポビドン、クロスポビドン、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、マクロゴール400
116804401,2590007F1072,有効成分（1錠中）<BR>プロピベリン塩酸塩10mg<<BR>>添加物<BR>カルナウバロウ、カルメロース、結晶セルロース、酸化チタン、ステアリン酸マグネシウム、乳糖水和物、ヒドロキシプロピルセルロース、ヒプロメロース、マクロゴール6000
